ID,Requirement Name,Requirement Text,Activity Name,Combined Score,Dense Semantic,BM25 Score,Syntactic Score,Domain Weighted,Query Expansion
O.7,O.7 Data Distribution,"The system shall support secure and efficient distribution of manufacturing data, telemetry, and product information between the orbital platform and ground stations, with data transmission reliability of at least 99.9% and a latency of no more than 500 milliseconds, as verified by communication link performance tests.",2.1.3.1 Monitor Sensor Data (Remote diagnostics support),1.442,0.638,5.822,0.108,0.014,0.0
O.7,O.7 Data Distribution,"The system shall support secure and efficient distribution of manufacturing data, telemetry, and product information between the orbital platform and ground stations, with data transmission reliability of at least 99.9% and a latency of no more than 500 milliseconds, as verified by communication link performance tests.",2.1.5 Test System After Repairs,1.307,0.58,5.224,0.116,0.068,0.0
O.6,O.6 Environmental Survivability,"The system shall withstand the harsh space environment, including radiation, thermal cycling, and micrometeoroid impacts, without critical failure.",2.3.1 Monitor Thermal Environment,2.102,0.475,9.403,0.151,0.013,0.0
O.6,O.6 Environmental Survivability,"The system shall withstand the harsh space environment, including radiation, thermal cycling, and micrometeoroid impacts, without critical failure.",2.4.1 Monitor Radiation Levels,1.185,0.466,4.819,0.171,0.013,0.0
O.6,O.6 Environmental Survivability,"The system shall withstand the harsh space environment, including radiation, thermal cycling, and micrometeoroid impacts, without critical failure.",2.4.2 Analyze Radiation Exposure Data,1.138,0.533,4.445,0.171,0.013,0.0
O.6,O.6 Environmental Survivability,"The system shall withstand the harsh space environment, including radiation, thermal cycling, and micrometeoroid impacts, without critical failure.",3.3.1 Monitor Orbital Environment for Debris,1.114,0.571,4.229,0.194,0.013,0.0
O.6,O.6 Environmental Survivability,"The system shall withstand the harsh space environment, including radiation, thermal cycling, and micrometeoroid impacts, without critical failure.",2.4.3 Adjust Operations for Radiation Protection,1.107,0.494,4.445,0.097,0.013,0.0
O.5,O.5 Operational Availability,The system shall maintain a minimum of 95% operational availability throughout its design life.,3.3.3 Execute End-of-Life Deorbiting Procedures,1.171,0.625,4.364,0.233,0.019,0.0
O.5,O.5 Operational Availability,The system shall maintain a minimum of 95% operational availability throughout its design life.,2.1.5 Test System After Repairs,0.361,0.556,0.405,0.164,0.243,0.0
O.4,O.4 Command and Control,"The system shall provide secure and reliable command and control capabilities for all orbital manufacturing operations, with at least 99.9% command success rate and data integrity, as verified by operational and simulated mission scenarios.",5.2.1 Receive Remote Commands,1.231,0.466,5.099,0.123,0.005,0.0
O.4,O.4 Command and Control,"The system shall provide secure and reliable command and control capabilities for all orbital manufacturing operations, with at least 99.9% command success rate and data integrity, as verified by operational and simulated mission scenarios.",4.2.4 Secure Docking Connection,1.147,0.533,4.585,0.085,0.0,0.0
O.4,O.4 Command and Control,"The system shall provide secure and reliable command and control capabilities for all orbital manufacturing operations, with at least 99.9% command success rate and data integrity, as verified by operational and simulated mission scenarios.",7.1.1 Receive and Secure Modules in Orbit,1.102,0.557,4.229,0.165,0.0,0.0
O.4,O.4 Command and Control,"The system shall provide secure and reliable command and control capabilities for all orbital manufacturing operations, with at least 99.9% command success rate and data integrity, as verified by operational and simulated mission scenarios.",7.1.7 Provide Structural Surface,1.096,0.487,4.383,0.123,0.0,0.0
O.4,O.4 Command and Control,"The system shall provide secure and reliable command and control capabilities for all orbital manufacturing operations, with at least 99.9% command success rate and data integrity, as verified by operational and simulated mission scenarios.",2.3.4 Provide Local Heating,1.086,0.461,4.383,0.123,0.0,0.0
O.3,O.3 Safe Return,The system shall return manufactured ZBLAN fibers to Earth safely and intact for commercial use.,4.2.5 Store Manufactured Product,1.029,0.455,4.205,0.031,0.0,0.0
O.3,O.3 Safe Return,The system shall return manufactured ZBLAN fibers to Earth safely and intact for commercial use.,1.1.5 Cool/ Anneal Fiber,0.776,0.488,2.82,0.051,0.065,0.0
O.3,O.3 Safe Return,The system shall return manufactured ZBLAN fibers to Earth safely and intact for commercial use.,1.1.6 Spool Fiber,0.753,0.457,2.82,0.0,0.065,0.0
O.3,O.3 Safe Return,The system shall return manufactured ZBLAN fibers to Earth safely and intact for commercial use.,1.1.4 Draw Fiber from Preform,0.743,0.487,2.583,0.126,0.065,0.0
O.3,O.3 Safe Return,The system shall return manufactured ZBLAN fibers to Earth safely and intact for commercial use.,1.1.7 Monitor Fiber Quality,0.707,0.426,2.583,0.067,0.065,0.0
O.2,O.2 Continuous Operation,The system shall be designed to operate continuously in the space environment for a minimum of 5 years without requiring physical human intervention.,2.3.1 Monitor Thermal Environment,1.122,0.436,4.585,0.152,0.009,0.0
O.2,O.2 Continuous Operation,The system shall be designed to operate continuously in the space environment for a minimum of 5 years without requiring physical human intervention.,3.3.1 Monitor Orbital Environment for Debris,1.107,0.548,4.229,0.205,0.009,0.0
O.2,O.2 Continuous Operation,The system shall be designed to operate continuously in the space environment for a minimum of 5 years without requiring physical human intervention.,2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),1.102,0.524,4.423,0.039,0.003,0.0
O.1,O.1 High-Quality Production,The system shall produce ZBLAN fibers with less than 1 crystallization defect per kilometer of fiber manufactured in microgravity,1.1.7.2 Detect Defects,1.382,0.52,5.567,0.3,0.006,0.0
O.1,O.1 High-Quality Production,The system shall produce ZBLAN fibers with less than 1 crystallization defect per kilometer of fiber manufactured in microgravity,1.1.8 Correct Defects,1.359,0.512,5.567,0.2,0.006,0.0
O.1,O.1 High-Quality Production,The system shall produce ZBLAN fibers with less than 1 crystallization defect per kilometer of fiber manufactured in microgravity,1.3.1 Monitor Microgravity Conditions,1.224,0.581,4.585,0.369,0.012,0.0
O.1,O.1 High-Quality Production,The system shall produce ZBLAN fibers with less than 1 crystallization defect per kilometer of fiber manufactured in microgravity,1.3.2 Detect Off-Nominal Microgravity Conditions,1.17,0.633,4.229,0.349,0.012,0.0
O.1,O.1 High-Quality Production,The system shall produce ZBLAN fibers with less than 1 crystallization defect per kilometer of fiber manufactured in microgravity,4.2.5 Store Manufactured Product,1.097,0.519,4.205,0.24,0.0,0.0
I.11,I.11 Product Return Interface,The system shall interface with a secure product return capsule capable of safely transporting at least 50 km of produced ZBLAN fiber to Earth.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),1.649,0.649,6.783,0.144,0.043,0.0
I.11,I.11 Product Return Interface,The system shall interface with a secure product return capsule capable of safely transporting at least 50 km of produced ZBLAN fiber to Earth.,4.2.4 Secure Docking Connection,1.151,0.542,4.585,0.088,0.0,0.0
I.11,I.11 Product Return Interface,The system shall interface with a secure product return capsule capable of safely transporting at least 50 km of produced ZBLAN fiber to Earth.,7.1.1 Receive and Secure Modules in Orbit,1.079,0.531,4.229,0.103,0.0,0.0
I.11,I.11 Product Return Interface,The system shall interface with a secure product return capsule capable of safely transporting at least 50 km of produced ZBLAN fiber to Earth.,4.2.5 Store Manufactured Product,0.944,0.509,3.652,0.041,0.016,0.0
I.11,I.11 Product Return Interface,The system shall interface with a secure product return capsule capable of safely transporting at least 50 km of produced ZBLAN fiber to Earth.,1.1.5 Cool/ Anneal Fiber,0.801,0.561,2.82,0.043,0.041,0.0
I.10,I.10 Raw Material Interface,The system shall interface with standardized raw material containers to facilitate easy resupply and material changeout.,4.1.2 Request Resupply (Autonomous resupply request),1.426,0.68,5.629,0.129,0.019,0.0
I.10,I.10 Raw Material Interface,The system shall interface with standardized raw material containers to facilitate easy resupply and material changeout.,4.1.3 Receive Resupply,1.266,0.485,5.261,0.089,0.019,0.0
I.10,I.10 Raw Material Interface,The system shall interface with standardized raw material containers to facilitate easy resupply and material changeout.,4.2.1 Schedule Resupply Operations (Automated scheduling),1.056,0.55,4.125,0.047,0.019,0.0
I.9,I.9 Maintenance Interface,"The system shall provide interfaces for maintenance activities, allowing for easy access to critical components.",2.3.4 Provide Local Heating,1.073,0.406,4.383,0.171,0.0,0.0
I.9,I.9 Maintenance Interface,"The system shall provide interfaces for maintenance activities, allowing for easy access to critical components.",7.1.7 Provide Structural Surface,1.073,0.406,4.383,0.171,0.0,0.0
I.9,I.9 Maintenance Interface,"The system shall provide interfaces for maintenance activities, allowing for easy access to critical components.",2.1.5 Test System After Repairs,0.354,0.543,0.405,0.158,0.243,0.0
I.8,I.8 Data Interface,The system shall interface with external data systems to allow for the exchange of operational data and analytics.,6.1.2 Log System Data,0.959,0.393,3.65,0.264,0.189,0.0
I.8,I.8 Data Interface,The system shall interface with external data systems to allow for the exchange of operational data and analytics.,3.2.2 Analyze Safety Data,0.84,0.417,3.245,0.108,0.027,0.0
I.8,I.8 Data Interface,The system shall interface with external data systems to allow for the exchange of operational data and analytics.,6.1.3 Store Performance Data,0.83,0.414,3.245,0.064,0.027,0.0
I.8,I.8 Data Interface,The system shall interface with external data systems to allow for the exchange of operational data and analytics.,2.4.2 Analyze Radiation Exposure Data,0.81,0.469,2.993,0.108,0.027,0.0
I.8,I.8 Data Interface,The system shall interface with external data systems to allow for the exchange of operational data and analytics.,6.1.1 Capture Sensor Data (Automated and continuous),0.797,0.541,2.777,0.112,0.027,0.0
I.7,I.7 Human Interface,The system shall provide intuitive interfaces that allow trained personnel to perform necessary operations with less than 1 hour of specific task training.,7.1.7 Provide Structural Surface,1.097,0.476,4.383,0.152,0.0,0.0
I.7,I.7 Human Interface,The system shall provide intuitive interfaces that allow trained personnel to perform necessary operations with less than 1 hour of specific task training.,2.3.4 Provide Local Heating,1.084,0.443,4.383,0.152,0.0,0.0
I.7,I.7 Human Interface,The system shall provide intuitive interfaces that allow trained personnel to perform necessary operations with less than 1 hour of specific task training.,5.1.3 Redirect Operations (Reconfiguration after faults),0.877,0.588,3.078,0.11,0.046,0.0
I.7,I.7 Human Interface,The system shall provide intuitive interfaces that allow trained personnel to perform necessary operations with less than 1 hour of specific task training.,2.4.3 Adjust Operations for Radiation Protection,0.842,0.493,3.078,0.12,0.046,0.0
I.7,I.7 Human Interface,The system shall provide intuitive interfaces that allow trained personnel to perform necessary operations with less than 1 hour of specific task training.,4.2.1 Schedule Resupply Operations (Automated scheduling),0.821,0.568,2.856,0.089,0.046,0.0
I.6,I.6 Existing Infrastructure,"The system shall interface with existing space infrastructure for power, data, and other resources.",4.1.1 Track Resources (Automated tracking),1.176,0.515,4.703,0.145,0.007,0.0
I.6,I.6 Existing Infrastructure,"The system shall interface with existing space infrastructure for power, data, and other resources.",4.1.3.1 Coordinate Automated Resource Transfer,1.127,0.42,4.703,0.089,0.007,0.0
I.6,I.6 Existing Infrastructure,"The system shall interface with existing space infrastructure for power, data, and other resources.",4.2.2 Coordinate Resource Transfers (Remote coordination),1.115,0.547,4.364,0.111,0.007,0.0
I.6,I.6 Existing Infrastructure,"The system shall interface with existing space infrastructure for power, data, and other resources.",2.2.3 Distribute Power,0.987,0.368,4.119,0.07,0.023,0.0
I.6,I.6 Existing Infrastructure,"The system shall interface with existing space infrastructure for power, data, and other resources.",2.2.2 Condition Power,0.986,0.365,4.119,0.07,0.023,0.0
I.5,I.5 Launch Vehicle Compatibility,"The system shall be compatible with the SpaceX Falcon 9 and United Launch Alliance Atlas V launch vehicles, as verified through review of the corresponding Interface Control Documents (ICDs) for each vehicle.",2.2.4 Transmit Launch Vehicle Power,2.134,0.449,9.728,0.038,0.012,0.0
I.5,I.5 Launch Vehicle Compatibility,"The system shall be compatible with the SpaceX Falcon 9 and United Launch Alliance Atlas V launch vehicles, as verified through review of the corresponding Interface Control Documents (ICDs) for each vehicle.",7.1.5 Control Antenna Position,0.941,0.504,3.652,0.041,0.011,0.0
I.5,I.5 Launch Vehicle Compatibility,"The system shall be compatible with the SpaceX Falcon 9 and United Launch Alliance Atlas V launch vehicles, as verified through review of the corresponding Interface Control Documents (ICDs) for each vehicle.",8.2.3 Control Attitude Using Reaction Torque,0.894,0.53,3.369,0.038,0.011,0.0
I.5,I.5 Launch Vehicle Compatibility,"The system shall be compatible with the SpaceX Falcon 9 and United Launch Alliance Atlas V launch vehicles, as verified through review of the corresponding Interface Control Documents (ICDs) for each vehicle.",1.2.5 Transmit Data to Ground Control,0.884,0.48,3.369,0.088,0.011,0.0
I.5,I.5 Launch Vehicle Compatibility,"The system shall be compatible with the SpaceX Falcon 9 and United Launch Alliance Atlas V launch vehicles, as verified through review of the corresponding Interface Control Documents (ICDs) for each vehicle.",7.2.4 Verify Software Installation,0.853,0.396,3.435,0.038,0.0,0.0
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,4.1.2 Request Resupply (Autonomous resupply request),1.413,0.639,5.629,0.149,0.016,0.0
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,4.1.3 Receive Resupply,1.265,0.465,5.261,0.125,0.016,0.0
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,4.2.1 Schedule Resupply Operations (Automated scheduling),1.05,0.523,4.125,0.073,0.016,0.0
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,4.2.5 Store Manufactured Product,0.907,0.426,3.652,0.023,0.022,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",2.1.5 Test System After Repairs,2.169,0.527,9.607,0.139,0.085,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",7.1.8 Support Platform Structure,1.861,0.403,8.43,0.061,0.01,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),1.472,0.502,6.307,0.043,0.009,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",7.1.7 Provide Structural Surface,1.372,0.422,5.912,0.105,0.0,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",2.1.4 Repair System,1.194,0.32,5.228,0.061,0.081,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,1.2.1 Collect Real-Time Production Data,2.445,0.575,10.826,0.234,0.03,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,5.2.1.2 Transmit RF Signal,1.181,0.474,4.785,0.173,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,2.2.5 Transmit Electrical Power,1.082,0.446,4.383,0.133,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,1.1.7 Monitor Fiber Quality,1.075,0.495,4.205,0.173,0.014,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,1.2.5 Transmit Data to Ground Control,1.075,0.548,4.043,0.234,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,5.2.1 Receive Remote Commands,2.121,0.41,9.683,0.1,0.008,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,7.2.1 Prepare for Software Installation/Update,2.098,0.519,9.253,0.193,0.015,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,1.2.5 Transmit Data to Ground Control,1.73,0.526,7.248,0.338,0.026,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,4.1.3.2 Update Inventory,1.398,0.382,5.948,0.277,0.005,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,5.2.1.1 Receive RF Signal,1.227,0.451,5.006,0.226,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,1.2.1 Collect Real-Time Production Data,2.459,0.602,10.826,0.247,0.03,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,1.2.5 Transmit Data to Ground Control,1.763,0.575,7.411,0.247,0.012,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,5.2.1.2 Transmit RF Signal,1.195,0.504,4.785,0.183,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,2.2.5 Transmit Electrical Power,1.097,0.476,4.383,0.15,0.0,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,1.1.7 Monitor Fiber Quality,1.081,0.505,4.205,0.183,0.014,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,6.1.1 Capture Sensor Data (Automated and continuous),2.11,0.552,9.326,0.115,0.005,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,2.1.5.2 Remote Monitoring of Repair Testing,1.238,0.468,5.025,0.226,0.004,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,2.1.3.1 Monitor Sensor Data (Remote diagnostics support),1.122,0.556,4.35,0.144,0.005,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,1.1.7 Monitor Fiber Quality,1.053,0.442,4.205,0.171,0.012,0.0
F.18,F.18 Quality Control Redundancy,The system shall incorporate redundant quality control sensors with automatic failover capabilities to ensure continuous monitoring in case of sensor failure.,7.1.5 Control Antenna Position,0.941,0.49,3.652,0.068,0.011,0.0
F.17,F.17 In-situ Annealing,The system shall incorporate in-situ annealing capabilities to reduce internal stresses in the produced ZBLAN fibers.,1.1.5 Cool/ Anneal Fiber,0.8,0.548,2.82,0.052,0.065,0.0
F.17,F.17 In-situ Annealing,The system shall incorporate in-situ annealing capabilities to reduce internal stresses in the produced ZBLAN fibers.,1.1.6 Spool Fiber,0.774,0.481,2.82,0.053,0.065,0.0
F.17,F.17 In-situ Annealing,The system shall incorporate in-situ annealing capabilities to reduce internal stresses in the produced ZBLAN fibers.,1.1.4 Draw Fiber from Preform,0.752,0.505,2.583,0.135,0.065,0.0
F.17,F.17 In-situ Annealing,The system shall incorporate in-situ annealing capabilities to reduce internal stresses in the produced ZBLAN fibers.,1.1.7 Monitor Fiber Quality,0.749,0.497,2.583,0.136,0.065,0.0
F.17,F.17 In-situ Annealing,The system shall incorporate in-situ annealing capabilities to reduce internal stresses in the produced ZBLAN fibers.,1.1.7.1 Measure Fiber Diameter,0.733,0.498,2.583,0.053,0.065,0.0
F.16,F.16 Fiber Diameter Control,The system shall control the diameter of the produced ZBLAN fiber within ±1% of the target diameter throughout the drawing process.,1.1.7.1 Measure Fiber Diameter,1.914,0.484,8.495,0.091,0.04,0.0
F.16,F.16 Fiber Diameter Control,The system shall control the diameter of the produced ZBLAN fiber within ±1% of the target diameter throughout the drawing process.,4.1.4 Store Preform at Target Parameters,1.276,0.611,5.025,0.129,0.004,0.0
F.16,F.16 Fiber Diameter Control,The system shall control the diameter of the produced ZBLAN fiber within ±1% of the target diameter throughout the drawing process.,7.1.5 Control Antenna Position,0.967,0.545,3.652,0.091,0.011,0.0
F.16,F.16 Fiber Diameter Control,The system shall control the diameter of the produced ZBLAN fiber within ±1% of the target diameter throughout the drawing process.,8.2.3 Control Attitude Using Reaction Torque,0.947,0.627,3.369,0.108,0.011,0.0
F.16,F.16 Fiber Diameter Control,The system shall control the diameter of the produced ZBLAN fiber within ±1% of the target diameter throughout the drawing process.,1.2.5 Transmit Data to Ground Control,0.942,0.548,3.369,0.238,0.011,0.0
F.15,F.15 Preform Alignment,"The system shall maintain precise alignment of the ZBLAN preform during the fiber drawing process, with a tolerance of ±0.1 mm.",1.1.4 Draw Fiber from Preform,1.656,0.556,6.966,0.168,0.07,0.0
F.15,F.15 Preform Alignment,"The system shall maintain precise alignment of the ZBLAN preform during the fiber drawing process, with a tolerance of ±0.1 mm.",1.1.3 Heat Preform,1.168,0.49,4.785,0.064,0.016,0.0
F.15,F.15 Preform Alignment,"The system shall maintain precise alignment of the ZBLAN preform during the fiber drawing process, with a tolerance of ±0.1 mm.",1.1.3.3 Hold Preform,1.154,0.489,4.785,0.0,0.016,0.0
F.15,F.15 Preform Alignment,"The system shall maintain precise alignment of the ZBLAN preform during the fiber drawing process, with a tolerance of ±0.1 mm.",4.1.5 Transfer Preform to Production,1.147,0.597,4.383,0.149,0.016,0.0
F.15,F.15 Preform Alignment,"The system shall maintain precise alignment of the ZBLAN preform during the fiber drawing process, with a tolerance of ±0.1 mm.",4.1.4 Store Preform at Target Parameters,1.087,0.63,4.043,0.126,0.016,0.0
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),2.424,0.625,10.717,0.149,0.01,0.0
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",2.1.5.2 Remote Monitoring of Repair Testing,2.027,0.548,8.904,0.135,0.005,0.0
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",1.2.5 Transmit Data to Ground Control,1.988,0.584,8.582,0.18,0.02,0.0
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",1.2.1 Collect Real-Time Production Data,1.901,0.629,8.049,0.193,0.007,0.0
F.14,F.14 Remote Monitoring,"The system shall provide remote monitoring capabilities with a data refresh rate of no more than 1 second, allowing ground-based operators to oversee system operations in real-time, with at least 99% uptime",7.1.7 Provide Structural Surface,1.11,0.517,4.383,0.133,0.0,0.0
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,4.2.5 Store Manufactured Product,1.743,0.396,7.857,0.056,0.022,0.0
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,3.1.1.1 Conduct Autonomous Safety Inspections,1.307,0.419,5.453,0.242,0.004,0.0
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,6.1.1 Capture Sensor Data (Automated and continuous),1.104,0.526,4.364,0.106,0.0,0.0
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),1.1,0.59,4.071,0.248,0.0,0.0
F.13,F.13 Automated Inspection,The system shall perform automated inspections of manufactured products to ensure compliance with quality standards.,3.1.1 Monitor Safety Standards (Automated safety checks),1.042,0.512,4.071,0.112,0.0,0.0
F.12,F.12 Process Optimization,The system shall implement process optimization algorithms that improve manufacturing efficiency by at least 15% and reduce product defects to less than 2% of total production,6.2.3 Generate Optimization Suggestions (Autonomous optimization algorithms),2.528,0.611,11.303,0.11,0.006,0.0
F.12,F.12 Process Optimization,The system shall implement process optimization algorithms that improve manufacturing efficiency by at least 15% and reduce product defects to less than 2% of total production,1.2.2 Analyze Production Efficiency,1.969,0.488,8.692,0.165,0.029,0.0
F.12,F.12 Process Optimization,The system shall implement process optimization algorithms that improve manufacturing efficiency by at least 15% and reduce product defects to less than 2% of total production,1.1.7.2 Detect Defects,1.32,0.462,5.567,0.105,0.005,0.0
F.12,F.12 Process Optimization,The system shall implement process optimization algorithms that improve manufacturing efficiency by at least 15% and reduce product defects to less than 2% of total production,1.1.8 Correct Defects,1.307,0.456,5.567,0.056,0.005,0.0
F.12,F.12 Process Optimization,The system shall implement process optimization algorithms that improve manufacturing efficiency by at least 15% and reduce product defects to less than 2% of total production,3.1.3 Implement Policy Changes,1.143,0.483,4.585,0.165,0.0,0.0
F.11,F.11 Emergency Procedures,The system shall have automated emergency shutdown and safing procedures that can be initiated within 60 seconds of detecting a critical anomaly.,1.2.3 Detect Production Anomalies,2.265,0.482,10.295,0.062,0.005,0.0
F.11,F.11 Emergency Procedures,The system shall have automated emergency shutdown and safing procedures that can be initiated within 60 seconds of detecting a critical anomaly.,5.1.1 Initiate System Restarts,1.372,0.429,5.853,0.029,0.243,0.0
F.11,F.11 Emergency Procedures,The system shall have automated emergency shutdown and safing procedures that can be initiated within 60 seconds of detecting a critical anomaly.,3.3.3 Execute End-of-Life Deorbiting Procedures,1.212,0.627,4.663,0.138,0.008,0.0
F.11,F.11 Emergency Procedures,The system shall have automated emergency shutdown and safing procedures that can be initiated within 60 seconds of detecting a critical anomaly.,1.1.7.2 Detect Defects,1.126,0.398,4.785,0.051,0.0,0.0
F.11,F.11 Emergency Procedures,The system shall have automated emergency shutdown and safing procedures that can be initiated within 60 seconds of detecting a critical anomaly.,2.1.3 Detect Faults,1.122,0.386,4.785,0.051,0.0,0.0
F.10,F.10 Data Security,"The system shall implement encryption and secure data transmission protocols for all data exchanges between the orbital platform and ground stations, meeting or exceeding current industry standards for data security.",4.2.4 Secure Docking Connection,1.135,0.493,4.585,0.104,0.0,0.0
F.10,F.10 Data Security,"The system shall implement encryption and secure data transmission protocols for all data exchanges between the orbital platform and ground stations, meeting or exceeding current industry standards for data security.",1.2.5.4 Amplify Low Rate Transmission,1.128,0.493,4.445,0.207,0.005,0.0
F.10,F.10 Data Security,"The system shall implement encryption and secure data transmission protocols for all data exchanges between the orbital platform and ground stations, meeting or exceeding current industry standards for data security.",3.3.2 Implement Collision Avoidance Maneuvers,1.125,0.623,4.229,0.152,0.0,0.0
F.10,F.10 Data Security,"The system shall implement encryption and secure data transmission protocols for all data exchanges between the orbital platform and ground stations, meeting or exceeding current industry standards for data security.",1.2.5.2 Amplify High Rate Transmission,1.125,0.484,4.445,0.207,0.005,0.0
F.10,F.10 Data Security,"The system shall implement encryption and secure data transmission protocols for all data exchanges between the orbital platform and ground stations, meeting or exceeding current industry standards for data security.",3.1.3 Implement Policy Changes,1.123,0.439,4.585,0.152,0.0,0.0
F.9,F.9 Maintenance and Serviceability,"The system shall be designed to allow for component replacement or servicing in orbit, with at least 80% of critical components being replaceable without requiring a return to Earth.",7.1.1 Receive and Secure Modules in Orbit,1.12,0.519,4.445,0.112,0.012,0.0
F.8,F.8 Waste Management,"The system shall incorporate waste management capabilities, including the ability to recycle at least 50% of waste materials generated during the manufacturing process.",1.2.4 Generate Production Reports,1.229,0.434,5.099,0.18,0.0,0.0
F.8,F.8 Waste Management,"The system shall incorporate waste management capabilities, including the ability to recycle at least 50% of waste materials generated during the manufacturing process.",2.2.1 Generate Solar Power,1.226,0.426,5.099,0.18,0.0,0.0
F.8,F.8 Waste Management,"The system shall incorporate waste management capabilities, including the ability to recycle at least 50% of waste materials generated during the manufacturing process.",6.2.3 Generate Optimization Suggestions (Autonomous optimization algorithms),1.068,0.597,4.071,0.074,0.0,0.0
F.8,F.8 Waste Management,"The system shall incorporate waste management capabilities, including the ability to recycle at least 50% of waste materials generated during the manufacturing process.",1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.908,0.594,3.126,0.217,0.018,0.0
F.7,F.7 Timeliness,The system shall ensure timely execution of manufacturing processes and respond promptly to operational commands and events.,5.2.1 Receive Remote Commands,1.218,0.413,5.099,0.158,0.018,0.0
